Gss year for this respondent                       ,Respondent income in constant dollars,Happiness of marriage,General happiness,Any opp. race in neighborhood,Political party affiliation,Number of persons in household,Race of respondent,"Highest year school completed, spouse",Highest year of school completed,Number of children,Number of brothers and sisters,Spouse labor force status,Marital status,Number of hours worked last week,Respondent id number,Ballot used for interview
1977,0,Very happy,Very happy,Not applicable,Strong democrat,2,Black,11,9,2,10,Working fulltime,Married,Not applicable,1025,Not applicable
1977,0,Not applicable,Very happy,Not applicable,Strong democrat,4,Black,Not applicable,9,2,0,Not applicable,Divorced,Not applicable,1026,Not applicable
1977,0,Not applicable,Pretty happy,Not applicable,Not str democrat,3,Black,Not applicable,12,2,2,Not applicable,Separated,Not applicable,1027,Not applicable
1977,0,Very happy,Very happy,Yes,Not str democrat,2,White,6,6,3,8,Retired,Married,Not applicable,1028,Not applicable
1977,43612,Very happy,Very happy,No,Strong democrat,5,White,7,10,4,9,Retired,Married,40,1029,Not applicable
1977,20129,Not applicable,Pretty happy,Yes,Strong democrat,2,White,Not applicable,4,3,5,Not applicable,Divorced,40,1030,Not applicable
1977,0,No answer,Very happy,Yes,"Ind,near rep",3,White,No answer,10,2,3,No answer,Married,40,1031,Not applicable
1977,5368,Pretty happy,Pretty happy,Not applicable,Not str democrat,5,Black,11,12,4,7,Temp not working,Married,24,1032,Not applicable
1977,0,Not applicable,Pretty happy,Yes,Not str democrat,1,White,Not applicable,12,3,7,Not applicable,Widowed,Not applicable,1033,Not applicable
1977,0,Pretty happy,Not too happy,Yes,"Ind,near rep",2,White,14,17,2,1,Working fulltime,Married,40,1034,Not applicable
1977,30193,Pretty happy,Not too happy,Not applicable,Not str democrat,6,Black,8,12,4,5,Working fulltime,Married,38,1035,Not applicable
1977,14761,Not applicable,Pretty happy,Yes,Independent,2,Other,Not applicable,15,0,6,Not applicable,Never married,70,1036,Not applicable
1977,50322,Not applicable,Not too happy,Yes,Independent,1,White,Not applicable,12,Eight or more,4,Not applicable,Divorced,50,1037,Not applicable
1977,0,Very happy,Very happy,Yes,Not str democrat,3,White,12,12,1,0,Working fulltime,Married,Not applicable,1038,Not applicable
1977,30193,Very happy,Very happy,No,Strong republican,5,White,12,12,3,5,Working fulltime,Married,40,1039,Not applicable
1977,63741,Very happy,Very happy,No,"Ind,near rep",4,White,12,14,2,0,Keeping house,Married,40,1040,Not applicable
1977,30193,Pretty happy,Pretty happy,No,Not str democrat,3,White,12,12,1,7,Keeping house,Married,Not applicable,1041,Not applicable
1977,0,Not applicable,Not too happy,Yes,Strong republican,1,White,Not applicable,12,0,4,Not applicable,Widowed,Not applicable,1042,Not applicable
1977,36903,Pretty happy,Not too happy,Not applicable,Not str democrat,4,Black,14,12,2,2,Keeping house,Married,63,1043,Not applicable
1977,12077,Very happy,Very happy,Yes,Strong democrat,2,White,13,16,0,5,Working fulltime,Married,40,1044,Not applicable
1977,30193,Very happy,Very happy,Not applicable,Not str democrat,3,Black,16,17,1,6,Working fulltime,Married,55,1045,Not applicable
1977,57032,Pretty happy,Not too happy,Yes,"Ind,near rep",5,White,12,15,3,3,Working parttime,Married,40,1046,Not applicable
1977,12077,Not applicable,Pretty happy,Not applicable,Not str democrat,3,Black,Not applicable,12,0,1,Not applicable,Never married,36,1047,Not applicable
1977,43612,Very happy,Pretty happy,Not applicable,Strong democrat,3,Black,15,16,1,4,Working fulltime,Married,30,1048,Not applicable
1977,5368,Pretty happy,Pretty happy,Not applicable,Strong democrat,9,Black,10,14,7,2,Working fulltime,Married,Not applicable,1049,Not applicable
1977,50322,Pretty happy,Pretty happy,Not applicable,"Ind,near dem",6,Black,12,13,3,0,Working fulltime,Married,70,1050,Not applicable
1977,24155,Very happy,Pretty happy,Not applicable,Not str democrat,4,Black,20,16,3,3,School,Married,40,1051,Not applicable
1977,36903,Very happy,Not too happy,No,"Ind,near dem",2,White,12,6,0,2,Working fulltime,Married,40,1052,Not applicable
1977,0,Very happy,Pretty happy,No,Not str democrat,2,White,10,11,4,5,Retired,Married,Not applicable,1053,Not applicable
1977,17445,Very happy,Very happy,No,Not str democrat,2,White,15,12,1,0,Retired,Married,40,1054,Not applicable
1977,24155,Not applicable,Pretty happy,No,Not str republican,2,White,Not applicable,14,0,8,Not applicable,Never married,Not applicable,1055,Not applicable
1977,0,Very happy,Very happy,No,Not str democrat,2,White,8,12,2,5,Retired,Married,Not applicable,1056,Not applicable
1977,14761,Very happy,Very happy,Yes,Not str republican,3,White,14,13,1,3,Working fulltime,Married,24,1057,Not applicable
1977,9393,Not applicable,Pretty happy,No,Not str republican,1,White,Not applicable,11,4,3,Not applicable,Divorced,42,1058,Not applicable
1977,0,Very happy,Very happy,No,Not str republican,2,White,7,6,1,3,Working fulltime,Married,Not applicable,1059,Not applicable
1977,20129,Not too happy,Not too happy,No,Strong democrat,2,White,12,8,3,2,Retired,Married,40,1060,Not applicable
1977,17445,Very happy,Very happy,No,"Ind,near dem",2,White,12,15,0,2,"Unempl, laid off",Married,40,1061,Not applicable
1977,9393,Not applicable,Pretty happy,No,Not str democrat,3,White,Not applicable,6,2,1,Not applicable,Divorced,40,1062,Not applicable
1977,0,Very happy,Very happy,Don't know,"Ind,near rep",2,White,12,12,4,5,Retired,Married,Not applicable,1063,Not applicable
1977,1342,Not applicable,Pretty happy,No,"Ind,near dem",1,White,Not applicable,12,0,3,Not applicable,Never married,Not applicable,1064,Not applicable
1977,0,Not applicable,Pretty happy,Not applicable,Strong republican,6,Black,Not applicable,11,0,4,Not applicable,Never married,15,1065,Not applicable
1977,0,Not applicable,Pretty happy,Not applicable,"Ind,near dem",1,Black,Not applicable,4,0,1,Not applicable,Widowed,Not applicable,1066,Not applicable
1977,9393,Pretty happy,Pretty happy,Not applicable,Strong democrat,3,Black,10,9,1,9,Working fulltime,Married,35,1067,Not applicable
1977,0,Very happy,Very happy,Not applicable,Strong democrat,2,Black,7,7,1,12,Retired,Married,Not applicable,1068,Not applicable
1977,0,Pretty happy,Pretty happy,Not applicable,Not str democrat,2,Black,12,12,3,0,Working fulltime,Married,35,1069,Not applicable
1977,0,Not applicable,Pretty happy,Not applicable,Strong republican,1,Black,Not applicable,7,5,2,Not applicable,Separated,44,1070,Not applicable
1977,0,Not applicable,Very happy,Not applicable,Strong democrat,2,Black,Not applicable,9,1,4,Not applicable,Widowed,20,1071,Not applicable
1977,43612,Very happy,Pretty happy,No,Not str republican,3,White,12,16,2,5,Working fulltime,Married,55,1072,Not applicable
1977,0,Very happy,Pretty happy,No,Strong democrat,3,White,8,6,3,9,Working parttime,Married,Not applicable,1073,Not applicable
1977,0,Very happy,Very happy,No,Not str democrat,2,White,16,16,2,5,Retired,Married,Not applicable,1074,Not applicable
1977,17445,Pretty happy,Pretty happy,No,Not str republican,2,White,8,8,4,13,Working fulltime,Married,40,1075,Not applicable
1977,14761,Not applicable,Pretty happy,No,Not str democrat,6,White,Not applicable,12,0,3,Not applicable,Never married,Not applicable,1076,Not applicable
1977,30193,Pretty happy,Pretty happy,No,"Ind,near dem",4,White,16,16,2,1,Working fulltime,Married,40,1077,Not applicable
1977,0,Very happy,Not too happy,No,"Ind,near dem",4,White,12,12,1,1,Keeping house,Married,Not applicable,1078,Not applicable
1977,5368,Very happy,Pretty happy,No,"Ind,near dem",5,White,12,10,3,2,Working fulltime,Married,40,1079,Not applicable
1977,17445,Pretty happy,Pretty happy,Yes,"Ind,near dem",4,White,9,12,2,11,Temp not working,Married,40,1080,Not applicable
1977,0,Very happy,Very happy,Yes,Strong democrat,6,White,6,6,5,9,Working fulltime,Married,Not applicable,1081,Not applicable
1977,5368,Not applicable,Very happy,Yes,Independent,3,White,Not applicable,12,0,2,Not applicable,Never married,50,1082,Not applicable
1977,5368,Not applicable,Pretty happy,No,Not str democrat,3,White,Not applicable,12,2,1,Not applicable,Divorced,40,1083,Not applicable
1977,0,Not applicable,Very happy,No,Strong democrat,5,White,Not applicable,12,Dk na,5,Not applicable,Never married,58,1084,Not applicable
1977,0,Don't know,Pretty happy,No,"Ind,near rep",2,White,Don't know,12,0,2,Working parttime,Married,Not applicable,1085,Not applicable
1977,12077,Very happy,Pretty happy,No,Strong democrat,2,White,5,5,2,4,Retired,Married,51,1086,Not applicable
1977,9393,Not too happy,Very happy,No,Strong democrat,5,White,11,5,3,11,Keeping house,Married,27,1087,Not applicable
1977,14761,Very happy,Very happy,Yes,Strong democrat,2,White,12,12,0,8,Working fulltime,Married,40,1088,Not applicable
1977,0,Not applicable,Pretty happy,Not applicable,Independent,2,Black,Not applicable,11,0,5,Not applicable,Never married,60,1089,Not applicable
1977,0,Not applicable,Very happy,Not applicable,Strong democrat,3,Black,Not applicable,12,0,13,Not applicable,Never married,Not applicable,1090,Not applicable
1977,12077,Pretty happy,Pretty happy,Yes,"Ind,near dem",1,White,11,13,0,3,Working fulltime,Married,40,1091,Not applicable
1977,24155,Very happy,Pretty happy,Not applicable,Independent,2,Black,9,12,Eight or more,10,Keeping house,Married,40,1092,Not applicable
1977,0,Very happy,Very happy,Not applicable,Independent,3,Black,8,7,2,5,Working fulltime,Married,Not applicable,1093,Not applicable
1977,0,Not applicable,Pretty happy,Not applicable,Independent,2,Black,Not applicable,9,0,4,Not applicable,Never married,Not applicable,1094,Not applicable
1977,0,Not applicable,Very happy,Not applicable,Independent,2,Black,Not applicable,0,0,Don't know,Not applicable,Divorced,8,1095,Not applicable
1977,30193,Not applicable,Not too happy,Not applicable,Strong democrat,5,Black,Not applicable,12,6,8,Not applicable,Divorced,No answer,1096,Not applicable
1977,0,Very happy,Very happy,Not applicable,Strong democrat,3,Black,6,4,5,7,Working fulltime,Married,Not applicable,1097,Not applicable
1977,43612,Not applicable,Very happy,Not applicable,Not str democrat,1,Black,Not applicable,16,0,1,Not applicable,Never married,36,1098,Not applicable
1977,17445,Not applicable,Very happy,Not applicable,Strong democrat,3,Black,Not applicable,11,2,5,Not applicable,Separated,40,1099,Not applicable
1977,24155,Very happy,Very happy,Yes,Strong democrat,3,White,7,7,3,3,Keeping house,Married,40,1100,Not applicable
1977,0,Pretty happy,Very happy,Yes,Not str democrat,2,White,11,7,1,1,Working fulltime,Married,Not applicable,1101,Not applicable
1977,0,Very happy,Very happy,Yes,Not str democrat,4,White,7,9,2,1,Working fulltime,Married,Not applicable,1102,Not applicable
1977,12077,Not applicable,Very happy,No,Not str republican,5,White,Not applicable,12,4,7,Not applicable,Widowed,Not applicable,1103,Not applicable
1977,0,Very happy,Pretty happy,No,Not str democrat,3,White,8,9,2,7,Retired,Married,Not applicable,1104,Not applicable
1977,43612,Very happy,Very happy,No,Independent,2,White,19,20,0,0,Working fulltime,Married,40,1105,Not applicable
1977,30193,Very happy,Very happy,No,"Ind,near dem",2,White,19,19,0,4,Temp not working,Married,50,1106,Not applicable
1977,17445,Not applicable,Pretty happy,Yes,Not str democrat,1,White,Not applicable,14,0,1,Not applicable,Never married,50,1107,Not applicable
1977,0,Very happy,Not too happy,Not applicable,Not str democrat,5,Black,8,11,4,2,Working fulltime,Married,Not applicable,1108,Not applicable
1977,12077,Very happy,Very happy,Not applicable,Strong republican,6,Black,9,9,4,9,Working parttime,Married,40,1109,Not applicable
1977,0,Very happy,Very happy,No,Other party,5,White,12,12,4,0,Working fulltime,Married,40,1110,Not applicable
1977,24155,Very happy,Pretty happy,No,Not str democrat,4,White,10,11,1,5,Keeping house,Married,40,1111,Not applicable
1977,0,Very happy,Very happy,No,"Ind,near dem",4,White,14,12,2,6,Working fulltime,Married,Not applicable,1112,Not applicable
1977,0,Very happy,Very happy,No,Independent,3,White,14,7,6,12,Working fulltime,Married,Not applicable,1113,Not applicable
1977,57032,Very happy,Very happy,No,Strong democrat,2,White,12,17,2,8,Keeping house,Married,50,1114,Not applicable
1977,36903,Very happy,Very happy,No,Strong democrat,3,White,8,8,0,6,Keeping house,Married,48,1115,Not applicable
1977,43612,Pretty happy,Very happy,Yes,Not str democrat,6,White,11,11,4,7,Keeping house,Married,48,1116,Not applicable
1977,30193,Very happy,Pretty happy,Yes,Strong democrat,3,White,12,12,6,4,Temp not working,Married,60,1117,Not applicable
1977,0,Very happy,Pretty happy,No,Not str democrat,5,White,11,11,3,7,Retired,Married,Not applicable,1118,Not applicable
1977,0,Very happy,Pretty happy,Yes,Strong democrat,2,White,8,7,Eight or more,11,Retired,Married,Not applicable,1119,Not applicable
1977,0,Very happy,Pretty happy,No,Not str democrat,2,White,14,16,2,4,Keeping house,Married,Not applicable,1120,Not applicable
1977,0,Pretty happy,Pretty happy,No,Independent,3,White,10,10,1,5,Working parttime,Married,Not applicable,1121,Not applicable
1977,30193,Very happy,Pretty happy,No,"Ind,near rep",4,White,12,12,2,3,Working fulltime,Married,15,1122,Not applicable
1977,20129,Not applicable,Pretty happy,No,Strong democrat,3,White,Not applicable,11,4,4,Not applicable,Divorced,60,1123,Not applicable
1977,0,Very happy,Very happy,No,Strong democrat,2,White,13,12,2,9,Retired,Married,Not applicable,1124,Not applicable
1977,5368,Very happy,Pretty happy,No,"Ind,near dem",2,White,12,14,1,7,Working fulltime,Married,55,1125,Not applicable
1977,43612,Not applicable,Pretty happy,No,Not str democrat,1,White,Not applicable,12,0,6,Not applicable,Never married,32,1126,Not applicable
1977,0,Not applicable,Very happy,Not applicable,Not str democrat,1,Black,Not applicable,14,1,7,Not applicable,Widowed,Not applicable,1127,Not applicable
1977,5368,Not too happy,Not too happy,Not applicable,Not str democrat,3,Black,9,4,0,0,Retired,Married,Not applicable,1128,Not applicable
1977,0,Not applicable,Pretty happy,Not applicable,Strong democrat,2,Black,Not applicable,12,3,6,Not applicable,Widowed,Not applicable,1129,Not applicable
1977,9393,Pretty happy,Very happy,No,Not str republican,3,White,11,7,1,10,Working fulltime,Married,32,1130,Not applicable
1977,14761,Not applicable,Pretty happy,No,Strong democrat,1,White,Not applicable,11,0,1,Not applicable,Widowed,40,1131,Not applicable
1977,0,Not applicable,Pretty happy,Yes,Strong democrat,2,White,Not applicable,15,0,7,Not applicable,Never married,Not applicable,1132,Not applicable
1977,36903,Very happy,Very happy,Yes,Not str republican,2,White,12,12,0,3,Working fulltime,Married,50,1133,Not applicable
1977,5368,Not applicable,Very happy,No,Independent,1,White,Not applicable,12,4,0,Not applicable,Separated,40,1134,Not applicable
1977,30193,Pretty happy,Pretty happy,No,Independent,4,White,12,11,2,8,Working fulltime,Married,Not applicable,1135,Not applicable
1977,30193,Very happy,Pretty happy,Yes,Strong republican,3,White,11,9,1,9,Keeping house,Married,44,1136,Not applicable
1977,1342,Very happy,Very happy,No,Not str democrat,2,White,9,11,4,9,Keeping house,Married,Not applicable,1137,Not applicable
1977,24155,Pretty happy,Pretty happy,No,Independent,7,White,12,14,5,1,Keeping house,Married,35,1138,Not applicable
1977,0,Very happy,Pretty happy,No,Not str democrat,2,White,8,10,2,0,Working parttime,Married,Not applicable,1139,Not applicable
1977,24155,Pretty happy,Pretty happy,Yes,"Ind,near dem",5,White,12,16,3,1,Working fulltime,Married,40,1140,Not applicable
1977,0,Very happy,Pretty happy,Yes,Strong democrat,7,White,12,10,5,9,Working fulltime,Married,Not applicable,1141,Not applicable
1977,9393,Not applicable,Pretty happy,Yes,Independent,1,White,Not applicable,12,0,5,Not applicable,Never married,Not applicable,1142,Not applicable
1977,36903,Very happy,Very happy,Yes,Strong democrat,2,White,14,12,1,4,Working fulltime,Married,60,1143,Not applicable
1977,5368,Very happy,Very happy,No,Not str democrat,2,White,11,6,0,2,Keeping house,Married,40,1144,Not applicable
1977,0,Very happy,Pretty happy,Yes,Independent,2,White,16,11,2,3,Retired,Married,Not applicable,1145,Not applicable
1977,1342,Not applicable,Pretty happy,Yes,Strong democrat,3,White,Not applicable,11,0,0,Not applicable,Never married,Not applicable,1146,Not applicable
1977,24155,Very happy,Pretty happy,No,Not str democrat,3,White,16,13,1,4,Working fulltime,Married,40,1147,Not applicable
1977,24155,Very happy,Very happy,No,Not str democrat,2,White,14,14,4,3,Working fulltime,Married,40,1148,Not applicable
1977,0,Not applicable,Very happy,No,Independent,2,White,Not applicable,12,3,3,Not applicable,Widowed,Not applicable,1149,Not applicable
